Volume,Doors,Style
-0.6397734631181982,-0.06326073760273888,SUV
-0.33789644030639415,-0.06326073760273888,SUV
0.1835275081867217,-0.06326073760273888,Pickup
-0.8318770230893461,-3.3022105028629696,Sedan
0.40307443386803365,-0.06326073760273888,Pickup
-0.1457928803352462,-0.06326073760273888,SUV
-0.11834951462508222,-0.06326073760273888,SUV
-0.1457928803352462,-0.06326073760273888,Jeep
-0.44766990314705013,-0.06326073760273888,Sedan
0.45796116528836167,-0.06326073760273888,Pickup
0.1835275081867217,-0.06326073760273888,Sedan
0.45796116528836167,-0.06326073760273888,Pickup
-0.42022653743688615,-0.06326073760273888,Sedan
-0.2830097088860662,-0.06326073760273888,SUV
-0.008576051784426247,-0.06326073760273888,Sedan
-0.2281229774657382,-0.06326073760273888,SUV
-0.008576051784426247,-0.06326073760273888,SUV
-0.3653398060165582,-0.06326073760273888,Sedan
1.5556957936949214,1.5562141450273763,SUV
0.5128478967086897,-0.06326073760273888,SUV
2.049676376477873,1.5562141450273763,Van
0.8147249195204935,-0.06326073760273888,SUV
-0.2555663431759022,-0.06326073760273888,SUV
-2.478478965699186,-0.06326073760273888,SUV
0.5402912624188536,-0.06326073760273888,SUV
1.0891585766221334,-0.06326073760273888,Sedan
-0.7495469259588541,-0.06326073760273888,Sedan
0.5128478967086897,-0.06326073760273888,Pickup
0.5951779938391816,1.5562141450273763,SUV
-0.5848867316978701,-0.06326073760273888,Sedan
-0.008576051784426247,-0.06326073760273888,Sedan
0.5951779938391816,-0.06326073760273888,SUV
5.068446604595913,1.5562141450273763,Van
1.3635922337237734,1.5562141450273763,Van
-0.2830097088860662,-0.06326073760273888,SUV
-0.47511326885721417,-0.06326073760273888,Pickup
-0.2555663431759022,-0.06326073760273888,SUV
-1.7100647258145938,-3.3022105028629696,Jeep
-0.2006796117555742,-0.06326073760273888,SUV
0.5677346281290176,-0.06326073760273888,SUV
0.5128478967086897,1.5562141450273763,SUV
-0.1732362460454102,-0.06326073760273888,SUV
0.5677346281290176,-0.06326073760273888,SUV
-2.8077993542211535,-0.06326073760273888,Sedan
0.6775080909696736,-0.06326073760273888,SUV
0.1835275081867217,-0.06326073760273888,Pickup
-0.39278317172672217,-0.06326073760273888,Sedan
1.4184789651441014,1.5562141450273763,SUV
0.07375404534606574,-0.06326073760273888,Sedan
-0.42022653743688615,-0.06326073760273888,Sedan
-0.1457928803352462,-0.06326073760273888,Sedan
0.3481877024477057,-0.06326073760273888,SUV
0.45796116528836167,-0.06326073760273888,Pickup
0.1835275081867217,-0.06326073760273888,SUV
0.5402912624188536,-0.06326073760273888,Pickup
0.15608414247655772,1.5562141450273763,SUV
-0.5025566345673781,-0.06326073760273888,Sedan
0.5677346281290176,1.5562141450273763,SUV
-0.03601941749459024,-0.06326073760273888,Sedan
0.5677346281290176,-0.06326073760273888,Jeep
-0.5300000002775421,-0.06326073760273888,Sedan
0.15608414247655772,-0.06326073760273888,SUV
0.45796116528836167,-0.06326073760273888,Pickup
-0.44766990314705013,-0.06326073760273888,Sedan
-0.06346278320475424,-0.06326073760273888,Sedan
0.5128478967086897,-0.06326073760273888,SUV
1.0068284794916416,1.5562141450273763,SUV
-0.5848867316978701,-0.06326073760273888,Sedan
-0.2555663431759022,-0.06326073760273888,Sedan
-0.008576051784426247,-0.06326073760273888,SUV
-0.5025566345673781,-0.06326073760273888,Sedan
-0.42022653743688615,-0.06326073760273888,Pickup
-0.06346278320475424,-0.06326073760273888,Sedan
0.7872815538103296,1.5562141450273763,SUV
-0.5848867316978701,-0.06326073760273888,Sedan
-0.5300000002775421,-3.3022105028629696,Sedan
0.07375404534606574,-0.06326073760273888,Sedan
0.43051779957819764,-0.06326073760273888,SUV
-0.09090614891491823,-0.06326073760273888,Sedan
-1.243527508741806,-3.3022105028629696,Jeep
0.04631067963590174,-0.06326073760273888,SUV
0.5402912624188536,-0.06326073760273888,Pickup
2.2143365707388574,1.5562141450273763,Van
-0.44766990314705013,-0.06326073760273888,SUV
-0.42022653743688615,-0.06326073760273888,Sedan
0.5677346281290176,1.5562141450273763,SUV
0.7872815538103296,1.5562141450273763,SUV
2.1045631078982012,1.5562141450273763,Van
-0.5025566345673781,-0.06326073760273888,Sedan
1.4459223308542655,-0.06326073760273888,SUV
-0.1457928803352462,-3.3022105028629696,Sedan
0.1286407767663937,1.5562141450273763,SUV
0.8147249195204935,-0.06326073760273888,SUV
-0.2830097088860662,-0.06326073760273888,Sedan
0.1286407767663937,-0.06326073760273888,Pickup
0.1286407767663937,-0.06326073760273888,Sedan
-2.1217152114670537,-0.06326073760273888,SUV
0.7872815538103296,-0.06326073760273888,SUV
0.5402912624188536,1.5562141450273763,Jeep
-0.2830097088860662,-0.06326073760273888,Sedan
-0.09090614891491823,-0.06326073760273888,Sedan
-0.2830097088860662,-0.06326073760273888,SUV
-0.31045307459623017,-1.6827356202328543,Jeep
-0.42022653743688615,-0.06326073760273888,Sedan
-2.8626860856414815,-3.3022105028629696,Sedan
-0.7495469259588541,-0.06326073760273888,Sedan
-0.5025566345673781,-0.06326073760273888,Sedan
0.018867313925737747,-0.06326073760273888,Sedan
-0.2555663431759022,-0.06326073760273888,SUV
-0.42022653743688615,-0.06326073760273888,Sedan
-0.5025566345673781,-0.06326073760273888,SUV
-0.9142071202198381,-3.3022105028629696,Sedan
-2.6980258913804978,-0.06326073760273888,SUV
-0.5848867316978701,-0.06326073760273888,Sedan
-2.8352427199313177,-0.06326073760273888,Sedan
0.9519417480713135,-0.06326073760273888,Van
-0.5574433659877062,-0.06326073760273888,Jeep
-0.1457928803352462,-0.06326073760273888,Sedan
1.5008090622745933,-0.06326073760273888,SUV
-0.03601941749459024,1.5562141450273763,SUV
1.3910355994339374,1.5562141450273763,SUV
-0.2555663431759022,1.5562141450273763,SUV
0.2109708738968857,-0.06326073760273888,SUV
-0.5848867316978701,-0.06326073760273888,SUV
0.15608414247655772,-0.06326073760273888,Sedan
-0.09090614891491823,-0.06326073760273888,Sedan
1.2263754051729534,-0.06326073760273888,SUV
-2.23148867430771,-0.06326073760273888,SUV
